,年份,地块名,季节,作物名,种植面积
430,2027,C3,1,红豆,15.0
431,2027,C4,1,爬豆,18.0
432,2027,C4,1,荞麦,0.0
433,2027,C5,1,小麦,26.3
434,2027,C5,1,谷子,0.7
435,2027,C6,1,黄豆,2.6
436,2027,C6,1,绿豆,3.1
437,2027,C6,1,玉米,14.4
438,2027,D1,1,水稻,12.2
439,2027,D1,2,大白菜,2.8
440,2027,D1,2,白萝卜,0.0
441,2027,D2,2,大白菜,10.0
442,2027,D3,2,白萝卜,14.0
443,2027,D4,1,土豆,6.0
444,2027,D5,1,水稻,10.0
445,2027,D6,1,豇豆,0.2
446,2027,D6,1,刀豆,0.2
447,2027,D6,1,芸豆,0.2
448,2027,D6,1,土豆,9.0
449,2027,D6,1,西红柿,0.2
450,2027,D6,1,茄子,0.2
451,2027,D6,1,青椒,0.2
452,2027,D6,1,菜花,0.2
453,2027,D6,1,包菜,0.2
454,2027,D6,1,油麦菜,0.2
455,2027,D6,1,小青菜,0.2
456,2027,D6,1,黄瓜,0.2
457,2027,D6,1,辣椒,0.2
458,2027,D6,1,芹菜,0.2
459,2027,D7,2,大白菜,17.2
460,2027,D7,2,白萝卜,4.8
461,2027,D8,1,豇豆,0.1
462,2027,D8,1,刀豆,0.1
463,2027,D8,1,芸豆,0.1
464,2027,D8,1,西红柿,0.1
465,2027,D8,1,茄子,0.1
466,2027,D8,1,青椒,0.1
467,2027,D8,1,菜花,0.1
468,2027,D8,1,包菜,0.1
469,2027,D8,1,油麦菜,0.1
470,2027,D8,1,小青菜,0.1
471,2027,D8,1,黄瓜,0.1
472,2027,D8,1,辣椒,0.1
473,2027,D8,1,芹菜,0.1
474,2027,D8,2,白萝卜,6.2
475,2027,D8,2,红萝卜,12.0
476,2027,E1,2,羊肚菌,0.6
477,2027,E2,1,芸豆,0.3
478,2027,E2,2,香菇,0.3
479,2027,E2,2,羊肚菌,0.0
480,2027,E3,2,白灵菇,0.6
481,2027,E4,1,芸豆,0.0
482,2027,E4,2,白灵菇,0.3
483,2027,E4,2,羊肚菌,0.3
484,2027,E5,2,羊肚菌,0.6
485,2027,E6,2,香菇,0.6
486,2027,E7,1,芸豆,0.6
487,2027,E7,2,白灵菇,0.0
488,2027,E8,1,芸豆,0.0
489,2027,E8,2,榆黄菇,0.3
490,2027,E8,2,羊肚菌,0.3
491,2027,E9,2,榆黄菇,0.3
492,2027,E9,2,白灵菇,0.3
493,2027,E10,2,香菇,0.6
494,2027,E11,2,羊肚菌,0.6
495,2027,E12,2,榆黄菇,0.3
496,2027,E12,2,香菇,0.3
497,2027,E13,1,芸豆,0.0
498,2027,E13,2,白灵菇,0.6
499,2027,E14,2,羊肚菌,0.6
500,2027,E15,1,芸豆,0.0
501,2027,E15,2,榆黄菇,0.3
502,2027,E15,2,羊肚菌,0.3
503,2027,E16,1,芸豆,0.0
504,2027,E16,2,榆黄菇,0.6
505,2027,F1,2,豇豆,0.5
506,2027,F1,2,黄瓜,0.1
507,2027,F2,2,豇豆,0.3
508,2027,F2,2,黄瓜,0.3
509,2027,F3,2,豇豆,0.1
510,2027,F3,2,黄瓜,0.5
511,2027,F4,2,茄子,0.6
512,2028,A1,1,黄豆,42.8
513,2028,A1,1,绿豆,16.7
514,2028,A1,1,黍子,4.0
515,2028,A1,1,红薯,16.4
516,2028,A2,1,绿豆,21.7
517,2028,A2,1,莜麦,33.3
518,2028,A3,1,黑豆,5.1
519,2028,A3,1,红豆,29.9
520,2028,A4,1,绿豆,0.0
521,2028,A4,1,小麦,72.0
522,2028,A5,1,黄豆,22.8
523,2028,A5,1,红豆,26.1
524,2028,A5,1,大麦,19.0
525,2028,A6,1,黑豆,14.8
526,2028,A6,1,玉米,1.9
527,2028,A6,1,高粱,35.9
528,2028,A6,1,荞麦,2.3
529,2028,B1,1,玉米,47.7
530,2028,B1,1,南瓜,12.3
531,2028,B2,1,谷子,46.0
532,2028,B3,1,小麦,40.0
533,2028,B4,1,黄豆,7.3
534,2028,B4,1,黍子,20.7
535,2028,B5,1,黑豆,25.0
536,2028,B6,1,小麦,64.3
537,2028,B6,1,谷子,21.7
538,2028,B7,1,玉米,55.0
539,2028,B8,1,爬豆,25.0
540,2028,B8,1,小麦,19.0
541,2028,B9,1,谷子,37.7
542,2028,B9,1,高粱,12.3
543,2028,B10,1,黄豆,25.0
544,2028,B11,1,黄豆,18.6
545,2028,B11,1,谷子,41.4
546,2028,B12,1,绿豆,23.2
547,2028,B12,1,谷子,9.9
548,2028,B12,1,荞麦,11.8
549,2028,B13,1,玉米,35.0
550,2028,B14,1,绿豆,20.0
551,2028,C1,1,黄豆,0.0
552,2028,C1,1,小麦,15.0
553,2028,C2,1,黄豆,13.0
554,2028,C3,1,黄豆,15.0
555,2028,C4,1,小麦,11.5
556,2028,C4,1,谷子,6.5
557,2028,C5,1,小麦,0.7
558,2028,C5,1,谷子,26.3
559,2028,C6,1,黄豆,3.1
560,2028,C6,1,绿豆,16.9
561,2028,D1,1,水稻,2.8
562,2028,D1,1,豇豆,0.0
563,2028,D1,1,刀豆,0.0
564,2028,D1,1,芸豆,0.0
565,2028,D1,1,西红柿,0.0
566,2028,D1,1,茄子,0.0
567,2028,D1,1,青椒,0.0
568,2028,D1,1,菜花,0.0
569,2028,D1,1,包菜,0.0
570,2028,D1,1,油麦菜,0.0
571,2028,D1,1,小青菜,0.0
572,2028,D1,1,黄瓜,0.0
573,2028,D1,1,辣椒,0.0
574,2028,D1,1,芹菜,0.0
575,2028,D1,2,红萝卜,12.0
576,2028,D2,1,水稻,10.0
577,2028,D3,1,豇豆,0.3
578,2028,D3,1,刀豆,0.3
579,2028,D3,1,芸豆,0.3
580,2028,D3,1,西红柿,0.3
581,2028,D3,1,茄子,0.3
582,2028,D3,1,青椒,0.3
583,2028,D3,1,菜花,0.3
584,2028,D3,1,包菜,0.3
585,2028,D3,1,油麦菜,0.3
586,2028,D3,1,小青菜,0.3
587,2028,D3,1,黄瓜,0.3
588,2028,D3,1,辣椒,0.3
589,2028,D3,1,芹菜,0.3
590,2028,D3,2,大白菜,10.0
591,2028,D4,1,芸豆,1.1
592,2028,D4,2,白萝卜,4.9
593,2028,D5,1,土豆,10.0
594,2028,D6,2,白萝卜,12.0
595,2028,D7,1,水稻,8.9
596,2028,D7,1,豇豆,0.0
597,2028,D7,1,刀豆,0.0
598,2028,D7,1,芸豆,0.0
599,2028,D7,1,土豆,5.0
600,2028,D7,1,西红柿,0.0
601,2028,D7,1,茄子,0.0
602,2028,D7,1,青椒,0.0
603,2028,D7,1,菜花,0.0
604,2028,D7,1,包菜,0.0
605,2028,D7,1,油麦菜,0.0
606,2028,D7,1,小青菜,0.0
607,2028,D7,1,黄瓜,0.0
608,2028,D7,1,辣椒,0.0
609,2028,D7,1,芹菜,0.0
610,2028,D7,2,白萝卜,8.1
611,2028,D8,2,大白菜,20.0
612,2028,E1,2,香菇,0.3
613,2028,E1,2,白灵菇,0.3
614,2028,E2,1,西红柿,0.0
615,2028,E2,1,菜花,0.0
616,2028,E2,1,小青菜,0.0
617,2028,E2,2,香菇,0.0
618,2028,E2,2,羊肚菌,0.6
619,2028,E3,2,榆黄菇,0.6
620,2028,E4,2,榆黄菇,0.3
621,2028,E4,2,羊肚菌,0.3
622,2028,E5,1,刀豆,0.0
623,2028,E5,1,油麦菜,0.0
624,2028,E5,2,榆黄菇,0.0
625,2028,E5,2,香菇,0.6
626,2028,E6,2,羊肚菌,0.6
627,2028,E7,2,羊肚菌,0.6
628,2028,E8,2,白灵菇,0.3
629,2028,E8,2,羊肚菌,0.3
630,2028,E9,2,羊肚菌,0.6
631,2028,E10,2,榆黄菇,0.6
632,2028,E11,2,榆黄菇,0.3
633,2028,E11,2,香菇,0.3
634,2028,E12,2,羊肚菌,0.6
635,2028,E13,2,羊肚菌,0.6
636,2028,E14,2,香菇,0.6
637,2028,E15,2,白灵菇,0.6
638,2028,E16,1,刀豆,0.0
639,2028,E16,2,白灵菇,0.6
640,2028,F1,2,茄子,0.2
641,2028,F1,2,黄瓜,0.4
642,2028,F2,2,茄子,0.6
643,2028,F3,2,茄子,0.6
644,2028,F4,2,黄瓜,0.6
645,2029,A1,1,黄豆,37.2
646,2029,A1,1,爬豆,23.8
647,2029,A1,1,大麦,19.0
648,2029,A2,1,小麦,38.6
649,2029,A2,1,红薯,16.4
650,2029,A3,1,玉米,35.0
651,2029,A4,1,绿豆,72.0
652,2029,A5,1,谷子,68.0
653,2029,A6,1,小麦,45.7
654,2029,A6,1,莜麦,9.3
655,2029,B1,1,黑豆,1.1
656,2029,B1,1,红豆,58.9
657,2029,B2,1,小麦,46.0
658,2029,B3,1,玉米,40.0
659,2029,B4,1,黄豆,20.7
660,2029,B4,1,玉米,7.3
661,2029,B5,1,黄豆,25.0
662,2029,B6,1,黄豆,20.1
663,2029,B6,1,高粱,50.0
664,2029,B6,1,黍子,15.9
665,2029,B7,1,小麦,55.0
666,2029,B8,1,谷子,44.0
667,2029,B9,1,黑豆,9.5
668,2029,B9,1,谷子,12.3
669,2029,B9,1,南瓜,12.3
670,2029,B9,1,莜麦,15.9
671,2029,B10,1,黑豆,15.5
672,2029,B10,1,谷子,9.5
673,2029,B11,1,玉米,41.4
674,2029,B11,1,谷子,18.6
675,2029,B12,1,黄豆,45.0
676,2029,B13,1,小麦,35.0
677,2029,B14,1,黑豆,20.0
678,2029,C1,1,绿豆,15.0
679,2029,C2,1,谷子,13.0
680,2029,C3,1,玉米,15.0
681,2029,C4,1,绿豆,8.1
682,2029,C4,1,莜麦,9.9
683,2029,C5,1,绿豆,1.7
684,2029,C5,1,谷子,0.7
685,2029,C5,1,黍子,9.6
686,2029,C5,1,荞麦,15.0
687,2029,C6,1,谷子,20.0
688,2029,D1,1,水稻,2.1
689,2029,D1,1,土豆,1.9
690,2029,D1,2,白萝卜,11.0
691,2029,D2,1,芸豆,1.1
692,2029,D2,2,大白菜,8.9
693,2029,D3,2,白萝卜,14.0
694,2029,D4,1,水稻,1.7
695,2029,D4,1,豇豆,0.3
696,2029,D4,1,刀豆,0.3
697,2029,D4,1,芸豆,0.3
698,2029,D4,1,西红柿,0.3
699,2029,D4,1,茄子,0.3
700,2029,D4,1,青椒,0.3
701,2029,D4,1,菜花,0.3
702,2029,D4,1,包菜,0.3
703,2029,D4,1,油麦菜,0.3
704,2029,D4,1,小青菜,0.3
705,2029,D4,1,黄瓜,0.3
706,2029,D4,1,辣椒,0.3
707,2029,D4,1,芹菜,0.3
708,2029,D5,2,大白菜,10.0
709,2029,D6,1,水稻,9.8
710,2029,D6,1,土豆,2.2
711,2029,D7,1,土豆,10.9
712,2029,D7,2,大白菜,11.1
713,2029,D8,1,水稻,8.0
714,2029,D8,2,红萝卜,12.0
715,2029,E1,2,羊肚菌,0.6
716,2029,E2,2,香菇,0.6
717,2029,E2,2,羊肚菌,0.0
718,2029,E3,2,羊肚菌,0.6
719,2029,E4,2,榆黄菇,0.3
720,2029,E4,2,香菇,0.0
721,2029,E4,2,羊肚菌,0.3
722,2029,E5,1,辣椒,0.0
723,2029,E5,2,榆黄菇,0.6
724,2029,E5,2,羊肚菌,0.0
725,2029,E6,2,白灵菇,0.6
726,2029,E7,2,香菇,0.6
727,2029,E8,2,榆黄菇,0.3
728,2029,E8,2,羊肚菌,0.3
729,2029,E9,1,小青菜,0.0
730,2029,E9,1,辣椒,0.0
731,2029,E9,2,白灵菇,0.6
732,2029,E10,2,羊肚菌,0.6
733,2029,E11,2,羊肚菌,0.6
734,2029,E12,1,辣椒,0.0
735,2029,E12,2,香菇,0.0
736,2029,E12,2,白灵菇,0.6
737,2029,E13,2,香菇,0.6
738,2029,E14,2,榆黄菇,0.6
739,2029,E15,2,羊肚菌,0.6
740,2029,E16,2,羊肚菌,0.6
741,2029,F1,2,豇豆,0.2
742,2029,F1,2,茄子,0.4
743,2029,F2,2,豇豆,0.2
744,2029,F2,2,黄瓜,0.4
745,2029,F3,2,黄瓜,0.6
746,2029,F4,2,茄子,0.6
747,2030,A1,1,黄豆,42.8
748,2030,A1,1,小麦,30.7
749,2030,A1,1,黍子,6.4
750,2030,A2,1,黄豆,55.0
751,2030,A3,1,绿豆,35.0
752,2030,A4,1,黄豆,24.8
753,2030,A4,1,黑豆,30.2
754,2030,A4,1,莜麦,17.0
755,2030,A5,1,玉米,68.0
756,2030,A6,1,红豆,8.3
757,2030,A6,1,绿豆,17.8
758,2030,A6,1,玉米,12.5
759,2030,A6,1,红薯,16.4
760,2030,B1,1,爬豆,10.8
761,2030,B1,1,高粱,31.0
762,2030,B1,1,黍子,18.2
763,2030,B2,1,谷子,46.0
764,2030,B3,1,小麦,40.0
765,2030,B4,1,谷子,28.0
766,2030,B5,1,小麦,7.8
767,2030,B5,1,莜麦,17.2
768,2030,B6,1,红豆,36.2
769,2030,B6,1,小麦,13.6
770,2030,B6,1,谷子,36.2
771,2030,B7,1,玉米,55.0
772,2030,B8,1,小麦,44.0
773,2030,B9,1,谷子,37.7
774,2030,B9,1,南瓜,12.3
775,2030,B10,1,小麦,25.0
776,2030,B11,1,谷子,40.0
777,2030,B11,1,大麦,20.0
778,2030,B12,1,小麦,45.0
779,2030,B13,1,黄豆,20.7
780,2030,B13,1,荞麦,14.3
781,2030,B14,1,红豆,0.0
782,2030,B14,1,绿豆,20.0
783,2030,C1,1,黄豆,0.0
784,2030,C1,1,爬豆,15.0
785,2030,C2,1,红豆,13.0
786,2030,C3,1,黑豆,15.0
787,2030,C4,1,小麦,18.0
788,2030,C5,1,红豆,1.7
789,2030,C5,1,绿豆,25.3
790,2030,C6,1,黄豆,0.0
791,2030,C6,1,高粱,20.0
792,2030,D1,1,水稻,1.9
793,2030,D1,1,土豆,13.1
794,2030,D2,1,水稻,10.0
795,2030,D3,1,水稻,9.7
796,2030,D3,1,豇豆,0.3
797,2030,D3,1,刀豆,0.3
798,2030,D3,1,芸豆,0.3
799,2030,D3,1,西红柿,0.3
800,2030,D3,1,茄子,0.3
801,2030,D3,1,青椒,0.3
802,2030,D3,1,菜花,0.3
803,2030,D3,1,包菜,0.3
804,2030,D3,1,油麦菜,0.3
805,2030,D3,1,小青菜,0.3
806,2030,D3,1,黄瓜,0.3
807,2030,D3,1,辣椒,0.3
808,2030,D3,1,芹菜,0.3
809,2030,D4,2,大白菜,6.0
810,2030,D5,1,芸豆,1.1
811,2030,D5,2,白萝卜,8.9
812,2030,D6,2,大白菜,5.9
813,2030,D6,2,红萝卜,6.1
814,2030,D7,2,白萝卜,16.1
815,2030,D7,2,红萝卜,5.9
816,2030,D8,1,土豆,1.9
817,2030,D8,2,大白菜,18.1
818,2030,E1,2,榆黄菇,0.6
819,2030,E1,2,香菇,0.0
820,2030,E2,1,豇豆,0.0
821,2030,E2,1,刀豆,0.0
822,2030,E2,1,芸豆,0.0
823,2030,E2,1,西红柿,0.0
824,2030,E2,1,茄子,0.0
825,2030,E2,1,青椒,0.0
826,2030,E2,1,菜花,0.0
827,2030,E2,1,包菜,0.0
828,2030,E2,1,辣椒,0.0
829,2030,E2,2,羊肚菌,0.6
830,2030,E3,2,榆黄菇,0.6
831,2030,E4,2,香菇,0.3
832,2030,E4,2,羊肚菌,0.3
833,2030,E5,1,刀豆,0.0
834,2030,E5,1,西红柿,0.0
835,2030,E5,1,菜花,0.0
836,2030,E5,1,小青菜,0.0
837,2030,E5,2,白灵菇,0.6
838,2030,E6,2,羊肚菌,0.6
839,2030,E7,1,青椒,0.0
840,2030,E7,1,菜花,0.0
841,2030,E7,2,榆黄菇,0.0
842,2030,E7,2,白灵菇,0.6
843,2030,E8,2,香菇,0.3
844,2030,E8,2,羊肚菌,0.3
845,2030,E9,2,羊肚菌,0.6
846,2030,E10,2,白灵菇,0.6
847,2030,E11,2,香菇,0.6
848,2030,E12,2,羊肚菌,0.6
849,2030,E13,2,羊肚菌,0.6
850,2030,E14,2,羊肚菌,0.6
851,2030,E15,2,榆黄菇,0.6
852,2030,E16,2,香菇,0.6
853,2030,F1,2,茄子,0.2
854,2030,F1,2,黄瓜,0.4
855,2030,F2,2,茄子,0.6
856,2030,F3,2,茄子,0.6
857,2030,F4,2,黄瓜,0.6
